Date;Aggregated Version;Version;RELEASE;Changes;General;General Category
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Renamed FastFileAppender and FastRollingFileAppender to RandomAccessFileAppender and RollingRandomAccessFileAppender. Configurations using the Fast(Rolling)File element no longer work and should be modified to use the (Rolling)RandomAccessFile element. Fixes LOG4J2-317.;Rename class;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;"Changed the ""suppressExceptions"" configuration attribute for all Appenders to ""ignoreExceptions"" to avoid confusion with Java 7 suppressed exceptions. Also renamed the Appender#isExceptionSuppressed() method to Appender#ignoreExceptions() to avoid the same confusion. All Appenders by default internally log and then ignore exceptions encountered while logging. Setting ""ignoreExceptions"" to ""false"" on an Appender causes it to allow exceptions to propagate to the caller. You must set ""ignoreExceptions"" to ""false"" for Appenders you are wrapping in the Failover Appender.";Code change;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;"Changed the (relatively new) PatternLayout configuration attribute ""suppressExceptions"" to ""alwaysWriteExceptions"" to more correctly indicate what it does. As such, the meaning of this attribute has reversed (previous ""true""s should become ""false""s, and vice versa). Since this was an undocumented attribute up until now, it's unlikely this change will affect any users.";Code change;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Fix table of contents generation in pdf. Fixes LOG4J2-226.;Fix docs;Documentation
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Allow classpath scheme when specifying configuration file location as a system property. Fixes LOG4J2-395. Thanks to Abhinav Shah.;Allow for specification;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Initialize PluginManager once during configuration. Move advertisement setup into BaseConfiguration. Fixes LOG4J2-393.;Code moving;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;FlumePersistentManager now handles LockConflictExceptions in Berkeley Db. Fixes LOG4J2-391. Thanks to Kamal Bahadur.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Allow the default file rollover strategy to define the compression level. Fixes LOG4J2-399.;Allow to define compression level;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Add TLSAppender. Also added missing license headers to several files. Fixes LOG4J2-338. Thanks to Tibor Benke.;Add new class;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Use rollover date when substituting ${date} in the filePattern. Fixes LOG4J2-380.;Change behaviour;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Added FAQ page to the site. Fixes LOG4J2-253.;Add FAQ;Documentation
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Add a diagram to the site (FAQ page) that explains when to use which jar. Fixes LOG4J2-362.;Add diagram;Documentation
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Centralized reflective use of Reflection#getCallerClass and properly handled its instability in various versions of Java. Fixes LOG4J2-322.;Centralize behaviour;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Reset the Configuration if the ClassLoaderContextSelector creates a LoggerContext without a configuration location and then is later provided one. Fixes LOG4J2-293.;Fix wrong implementation;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Changed the ConfigurationFactory to recognize and properly use the classpath: URI scheme in addition to the classloader: URI scheme. Fixes LOG4J2-293. Thanks to Abhinav Shah.;Change code;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Changed the Servlet 3.0 auto-initializer so that it does nothing in a Servlet 2.5 or older application. This ensures behavioral consistency across containers. Fixes LOG4J2-359. Thanks to Abhinav Shah.;Change code;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Add more options to PatternLayout to display more detailed information about a Throwable. Fixes LOG4J2-374. Thanks to Tibor Benke.;Add more options;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;[Pattern Layout] Customize level names by length. Fixes LOG4J2-383.;Add customization;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;[Pattern Layout] Customize level names to lower-case. Fixes LOG4J2-384.	;Add customization;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Add support for multiple SD-ELEMENTs in a RFC 5424 syslog message. Fixes LOG4J2-355. Thanks to Tibor Benke.;Add support;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Cleaned up tests and cleared up documentation for the JPA appender following the resolution of EclipseLink issue #412454.;Clean codebase;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Fixed issue where SMTPAppender did not send mails with error or fatal level without prior info event. Fixes LOG4J2-310. Thanks to Olivier Lemasle.;Fix issue;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;	Add PatternLayout constructor to Log4j 1.2 bridge for Velocity. Fixes LOG4J2-368.;Add class;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Match artifact ids with Maven module names. Fixes LOG4J2-333. Thanks to Hervé Boutemy.;Improve matching ids;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Add WebLookup to retrieve information from the ServletContext. Fixes LOG4J2-364. Thanks to David Nault.;Add class;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;JMS appenders send two messages for one append. Fixes LOG4J2-367. Thanks to David Parry.;Fix wrong implementation;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Double stack trace logging when using %throwable in %style and %highlight. Fixes LOG4J2-319.;Fix wrong implementation;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Allow Plugins to have aliases. Fixes LOG4J2-360.;Allow behaviour;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;	NoSQLAppender using MongoDB provider ignores username and password attributes Fixes LOG4J2-358.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Create a JSON Layout. Fixes LOG4J2-356.;Add layout;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Removed unnecessary generics from Appender interface and implementing classes. Fixes LOG4J2-343. Thanks to Henning Schmiedehausen.;Remove unnecessary things;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;[OSGi] wrong Fragment-Host in manifest files. Fixes LOG4J2-351. Thanks to Roland Weiglhofer.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;AsyncLogger errors after multiple calls to LoggerContext.reconfigure(). Fixes LOG4J2-336. Thanks to Andre Bogus.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Give the AsyncAppender thread a more descriptive name for easier debugging/profiling. Fixes LOG4J2-347. Thanks to David Phillips.;Improve readability;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;	Modified documentation to refer to SLF4J Binding instead of SLF4J Bridge. Fixes LOG4J2-332. Thanks to Hervé Boutemy.;Adapt documentation;Documentation
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Ignore xml:base attributes. Fixes LOG4J2-342.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Insure jars and distributions only have a single License and Notice file. Fixes LOG4J2-309.;Ensure standard;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Enable XInclude for XML configurations. Fixes LOG4J2-341.	;Enable configuration;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;JPAAppender stops logging because META-INF/log4j-provider.properties is left open. Fixes LOG4J2-320.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;FlumePersistentManager's writer thread had high CPU usage. Fixes LOG4J2-335.;Lower CPU usage;Performance improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Removed erroneous check for affected MongoDB records, which always returns zero on inserts. Fixes LOG4J2-331.;Remove unnecessary things;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Added a BSON Transformer so that MongoDB can persist Log4j events. Fixes LOG4J2-330.;Add class;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;StatusLogger now only creates StatusData objects if they are the appropriate logging level. Fixes LOG4J2-329.;Fix wrong implementation;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;FlumePersistentManager was calling Berkeley DB's count method too frequently. Fixes LOG4J2-328.;Improve performance;Performance improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Additional fix to make AsyncAppender threads daemon threads and improve their thread name. Fixes LOG4J2-280.;Fix threads deamon;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;The slf4j-ext jar is now an optional dependency of the SLF4J bridge. Fixes LOG4J2-165.;Add optional dependency;Support for external development tool
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Allow shutdown hook to be disabled in the configuration. Fixes LOG4J2-318.;Allow hook to be disabled;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;RoutingAppender's default Route can now be an appender reference. Fixes LOG4J2-166.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Add JNDILookup plugin. Fixes LOG4J2-313. Thanks to Woonsan Ko.;Add plugin;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Add getThrowable method to ThrowableProxy. Fixes LOG4J2-299.;Add method;Add support for a new feature
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;ThrowableProxy no longer extends Throwable. Fixes LOG4J2-216.;Refactor code;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Synchronized flush() and close() methods in the XxxFileManager and OutputStreamManager classes. Fixes LOG4J2-311.;Change code;Code redesign
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;	XML layout improvements (compact vs. pretty, namespace, namespace prefix, root element). Fixes LOG4J2-312.;Improve layout;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;	Update Java Mail dependency to 1.5.0 from 1.4.7. Fixes LOG4J2-388.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Update JDBC tests to use H2 database 1.3.173 from 1.3.172. Fixes LOG4J2-325.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Update commons-logging to 1.1.3 from 1.1.1. Fixes LOG4J2-366.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Update HSQLDB dependency to 2.3.0 from 2.2.9. Fixes LOG4J2-390.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Clarified which library versions were used in Async Loggers performance test. Fixes LOG4J2-308.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Updated Async Loggers' LMAX Disruptor library from 3.0.1 to 3.2.0. Fixes LOG4J2-307.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Update JSON Jackson library to 2.2.2 from 2.2.1. Fixes LOG4J2-306.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Update Jackson dependency to 1.9.13 from 1.9.11. Fixes LOG4J2-387.;Update dependency;Update dependency
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Ease porting from 1.x Logger.getRootLogger(): add LogManager.getRootLogger(). Fixes LOG4J2-305.;Facilitate porting;Maintainability improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Fixed Async Loggers memory leak. Fixes LOG4J2-304.;Fix memory leak;Memory improvement
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Fixed JDBC, JPA, and NoSQL appenders so that the failover appender properly fails over on error. Fixes LOG4J2-291.;Fix error;Bug fix
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;	Improved site by adding quick jump-off page and menu for Javadoc links for all components.;Improve site;Documentation
14.09.2013;2.0;2.0-beta9;PRE-RELEASE;Logger.info(Message) Javadoc is incorrect. Fixes LOG4J2-397. Thanks to Yonatan Graber.;Fix javadoc;Documentation
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;;;
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Improved logging initialization in Servlet containers, especially Servlet 3.0 and newer where Log4j now initializes and deinitializes automatically with no deployment descriptor configuration. Fixes LOG4J2-270.;Improve logging;Maintainability improvement
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Added toString methods to ThreadContextStack/Map implementation classes. Fixes LOG4J2-302.;Add method;Add support for a new feature
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Add printf methods to Logger API. Fixes LOG4J2-301.;Add method;Add support for a new feature
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;WriterThread was ending when no agents are available which caused an OutOfMemoryError. Fixes LOG4J2-300.;Fix memory issue;Memory improvement
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Allow the default status level to be specified as a system property. Fixes LOG4J2-282.;Allow different behaviour;Code redesign
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Filter calls from Avro or Flume to be ignored by the FlumeAppender. Fixes LOG4J2-278.;Filter calls;Code redesign
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;FlumePersistentManager now calls Berkeley DB from threads to avoid encountering interrupts in the application. Fixes LOG4J2-279.;Fix error;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Wasted work in FlumePersistentManager.createManager. Fixes LOG4J2-296.;Fix wasted work;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Wasted work in TestConfigurator.testEnvironment. Fixes LOG4J2-297.;Fix wasted work;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Wasted work in StyleConverterTest.setupClass. Fixes LOG4J2-298.;Fix wasted work;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;AsyncLogger threads are now daemon threads and won't prevent the JVM from shutting down anymore. Fixes LOG4J2-280.;Fix threads;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Fast(Rolling)FileAppender now correctly handles messages exceeding the buffer size. Fixes LOG4J2-295.;Correctly handle messages;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;FastRollingFileAppender with TimeBasedTriggeringPolicy now works correctly if append=false. Fixes LOG4J2-271.;Fix error;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;FastRollingFileAppender with TimeBasedTriggeringPolicy now works correctly if append=false. Fixes LOG4J2-267.;Fix error;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Fast(Rolling)FileAppender now correctly appends to (does not overwrite) existing file. Fixes LOG4J2-292.;Fix error;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;LogManager.getLogger can now be called without a logger name or with a null logger name. Fixes LOG4J2-294.;Change behaviour;Code redesign
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Upgrade javadoc plugin to 2.9.1 to fix javadoc security issue. Fixes LOG4J2-289.;Update javadoc;Update dependency
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Update JUnit to 4.11 from 4.7. Fixes LOG4J2-288.;Update dependency;Update dependency
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Update test H2 JDBC driver to 1.172 from 1.171. Fixes LOG4J2-286.;Update dependency;Update dependency
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Update Jansi jar to 1.11 from 1.9. Fixes LOG4J2-285.;Update dependency;Update dependency
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Update Log4j 1 dependency to 1.2.17 from 1.2.16. Fixes LOG4J2-284.;Update dependency;Update dependency
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Update NoSQL dependencies: lightcouch 0.0.6 from 0.0.5, mongodb 2.11.2 from 2.11.1. Fixes LOG4J2-386.;Update dependency;Update dependency
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Remove dependency on Apache ORO jar. Fixes LOG4J2-283.;Remove dependency;Remove support for external development tool
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Wasted work in RollingAppenderSizeTest.testAppender() and others. Fixes LOG4J2-277.;Remove wasted work;Maintainability improvement
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Fix NullPointerException (regression due to fix for LOG4J2-228) Fixes LOG4J2-139.;Fix exception;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Include arbitrary message fields in RFC-5424 structured data. Fixes LOG4J2-168. Thanks to Scott Severtson.;Add message fields;Add support for a new feature
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;FlumeAvroManager fails to notify client of failing event if Flume RPCClient cannot be created. Fixes LOG4J2-275.;Fix error;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Wasted work in UUIDUtil initialization. Fixes LOG4J2-274.;Fix wasted work;Bug fix
10.07.2013;2.0;2.0-beta8;PRE-RELEASE;Wasted work in XMLLayout.toSerializable(). Fixes LOG4J2-273.;Fix wasted work;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;;;
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;	Allow context parameters in Log4jContextListener to include properties. Fixes LOG4J2-249.;Allow context parameters;Add support for a new feature
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Do not allow a charset on RFC5424Layout - use UTF-8. Fixes LOG4J2-263.;Encoding improvement;Maintainability improvement
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;StringFormattedMessage and MessageFormatMessage now will accept a Throwable as their last argument and pass it on. Fixes LOG4J2-242.;Change accepted argument;Code redesign
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Allow custom LogEventFactories. Fixes LOG4J2-243.;Allow custom factiories;Add support for a new feature
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Add support for interceptors in the embedded Flume Appender. Fixes LOG4J2-262. Thanks to Edward Sargisson.;Add support;Add support for a new feature
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Use transaction when batch size is 1. Fixes LOG4J2-269.;Fix implementation;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Add guid to FlumeEvent headers for non-Map Messages. Fixes LOG4J2-268.;Add to header;Add support for a new feature
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Data buffer is reset in finally clause. Fixes LOG4J2-246.;Fix wrong implementation;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;UDP now sends one event per packet. Fixes LOG4J2-228.;Fix wrong implementation;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Method name changes in interface org.apache.logging.log4j.spi.ThreadContextMap: getContext() to getCopy(), get() to getImmutableMapOrNull().;Rename method;Maintainability improvement
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Improve ThreadContext performance with copy-on-write map and stack. Fixes LOG4J2-154.;Improve ThreadContext performance;Performance improvement
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;"Add missing ""not"" to error message. Fixes LOG4J2-261. Thanks to Edward Sargisson.";Fix error message;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Break up core into multiple osgi jars. Fixes LOG4J2-10. Thanks to Timothy Ward.;Code restructuring;Code redesign
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Remove LoggerContext when LoggerContext is stopped. Fixes LOG4J2-223.;Fix exception;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;XML layout does not specify charset in content type. Fixes LOG4J2-260.;Fix layout;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;HTML layout does not specify charset in content type. Fixes LOG4J2-259.;Fix layout;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;HTML layout does not output meta element for charset. Fixes LOG4J2-258.;Fix layout;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;XML layout ignores charset for the XML processing intruction's encoding attribute. Fixes LOG4J2-257.;Fix layout;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Multi-byte character strings are now assumed to be in the platform default encoding, not UTF-8. Fixes LOG4J2-255.;Fix character strings in platform default encoding;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Mark OutputStream in OutputStreamManager as volatile. Mark header and footer as final. Fixes LOG4J2-254.;Mark as volatile;Code redesign
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Rewrite Appender was ignoring filters on referenced appenders. Fixes LOG4J2-244.;Fix wrong implementation;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Avoid EmptyStack exception if getCallerClass and SecurityManager are not available. Fixes LOG4J2-245.;Fix wrong implementation;Bug fix
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;New JDBC, JPA, and NoSQL database Appenders. Fixes LOG4J2-229. Thanks to Nick Williams.;Add feature;Add support for a new feature
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;SocketServer.isActive should be volatile because it is accessed from different threads. Fixes LOG4J2-247.;Mark as volatile;Code redesign
01.06.2013;2.0;2.0-beta7;PRE-RELEASE;Provide configuration information (location, content type, content if possible) via a registered Advertiser. Fixes LOG4J2-251.;Support advertisement;Maintainability improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;;;
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Logger.getParent() was not returning the correct Logger. Fixes LOG4J2-231.;Fix wrong implementation;Bug fix
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;"Renamed Plugin annotation attribute from ""type"" to ""category"". Fixes LOG4J2-201.";Rename annotation;Maintainability improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Moved JMX Client GUI classes into separate jmx-gui submodule. Fixes LOG4J2-237.;Code movement;Maintainability improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Fix: install default root logger if not configured (this is unchanged), but make sure to include configured named loggers. Clarified documentation. Fixes LOG4J2-219. Thanks to Peter DePasquale.;Fix configuration;Bug fix
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Use OSGi version format in Fragment-Host Fixes LOG4J2-159.;Change version format;Code redesign
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;RegexFilter threw a NullPointerException when used as a context-wide filter. Fixes LOG4J2-234.;Fix exception;Bug fix
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Add support for interpolating Environment variables when processing the configuration. Fixes LOG4J2-192.;Add support;Add support for a new feature
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Removed dependency on tools jar from core module, made jconsole dependency optional. Fixes LOG4J2-235. Thanks to Sebastian Oerding.;Remove dependency;Remove support for external development tool
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Fixed link to log4j-user mailing list. Fixes LOG4J2-233.;Fix link;Documentation
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Improved error reporting when misconfigured. Fixes LOG4J2-230. Thanks to Wojciech Zaręba.;Improve reporting;Maintainability improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Disruptor will now shutdown during Tomcat shutdown. Fixes LOG4J2-222. Thanks to Steven Yang.;Change behaviour;Code redesign
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Renamed AsynchAppender to AsyncAppender. Plugin name became Async (was Asynch).;Rename class;Maintainability improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Removed CheckStyle false positives for NewlineAtEndOfFile and whitespace following '*' at end of line in javadoc.;Remove false positives;Performance improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Moved Clock interface to package org.apache.logging.log4j.core.helpers.;Code movement;Maintainability improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Documentation updates to clarify use and impact of location in pattern layouts. Fixes LOG4J2-225.;Update docs;Documentation
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;The FlumeAppender failed to start if the Flume RPCClient could not connect to any Flume agents. Fixes LOG4J2-224.;Fix wrong implementation;Bug fix
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Fix LoggerContext start and stop to eliminate IllegalStateException and NoClassDefFound errors. Fixes LOG4J2-223.;Fix wrong implementation;Bug fix
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Remove hundreds of compiler warnings. Fixes LOG4J2-221. Thanks to Nick Williams.;Remove warnings;Performance improvement
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Various small documentation fixes. Fixes LOG4J2-215.;Fix docs;Documentation
05.05.2013;2.0;2.0-beta6;PRE-RELEASE;Ensure PluginManager streams are always closed. Fixes LOG4J2-217. Thanks to Fabien Sanglard.;Fix closure of streams;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;;;
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Fix deadlock in SocketAppender. Added option to not wait for socket reconnect. Fixes LOG4J2-205.;Fix deadlock;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Add JMX support. Fixes LOG4J2-207. Thanks to Remko Popma.;Add JMX support;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Removing extra spaces in entry and exit method output. Fixes LOG4J2-211. Thanks to Nick Williams.;Remove extra spaces;Performance improvement
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Async documentation update. Fixes LOG4J2-214. Thanks to Remko Popma.;Update docs;Documentation
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;"Loggers without a ""."" had no parent logger. Fixes LOG4J2-212.";Fix error;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Move async subproject into core. Fixes LOG4J2-208. Thanks to Remko Popma.;Move projects;Maintainability improvement
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Call LoggerContext.stop when the application is shutdown. Fixes LOG4J2-212.;Fix wrong behaviour;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;MapMessage was not enclosing key value in quotes when generating XML. Fixes LOG4J2-210. Thanks to Arkin Yetis.;Fix wrong implementation;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;FlumeAvroManager now uses Flume RPCClient. Fixes LOG4J2-198.;Change usage;Code redesign
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;	FlumeAvroManager now uses Flume RPCClient. Fixes LOG4J2-196.;Change usage;Code redesign
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Use the Maven group ID org.apache.logging.log4j for all artifacts. Fixes LOG4J2-207.;Ensure consistency;Maintainability improvement
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;	Add tag library. Fixes LOG4J2-187. Thanks to Nick Williams.;Add tag library;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Unit tests now create files in the target directory. Fixes LOG4J2-195. Thanks to Remko Popma.;Fix error;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;RollingFastFileAppender (in log4j-async) did not roll over. Fixes LOG4J2-193. Thanks to Remko Popma.;Fix wrong implementation;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Highlight subprojects in sub-navigation. Fixes LOG4J2-199. Thanks to Remko Popma.;Add highlight;Maintainability improvement
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;LoggerContext method renamed to removeFilter from removeFiler. Fixes LOG4J2-200. Thanks to Remko Popma.;Rename method;Maintainability improvement
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;ThrowableFormatOptionsTest failed on Windows due to CR/LF issue. Fixes LOG4J2-194. Thanks to Remko Popma.;Fix error;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;BaseConfiguration addLoggerAppender saved appender using the Logger name. Fixes LOG4J2-190. Thanks to Werner.;Fix wrong implementation;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Move Throwable pattern converter options processing to ThrowableFormatOptions class. Fixes LOG4J2-160. Thanks to Joanne Polsky.;Code movement;Maintainability improvement
