Year,Date,Agg version,Version,Release,Changes,"",Type,General,General Category
2014,27/05/2014,1.14.,1.14.0,MINOR,BUGFIX: Switching workspace on some versions of eclipse resulted in a 'duplicate field' error. Issue #701,eclipse,,Fix wrong implementation,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,,,,,
2014,06/03/2014,1.12.,1.12.6,PATCH,"BUGFIX: Deadlocks would occasionally occur in eclipse during project builds, especially if using the gradle plugin. Issue #680",,,Fix deadlock,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,PLATFORM: Added support for Eclipse Luna. Issue #644,,,Eclipse Luna,Support for external development tool
2014,06/03/2014,1.12.,1.12.6,PATCH,PLATFORM: Initial JDK8 support for eclipse's alpha support in kepler. Issue #632,,Adapt to newer Java version,Add functionality,Add support for a new feature
2014,06/03/2014,1.12.,1.12.6,PATCH,"FEATURE: The various @Log annotations now support the topic parameter, which sets the logger's name. The default remains the fully qualified type name of the class itself. Issue #667.",,Add support for setting the logger's name,Add functionality,Add support for a new feature
2014,06/03/2014,1.12.,1.12.6,PATCH,BUGFIX: Using lombok with IntelliJ and the IBM JDK would result in NPEs during initialization. Issue #683.,exception:NPE,NullPointerException,Handle exception,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,BUGFIX: Eclipse quickfix Surround with try/catch block didn't work inside @SneakyThrows annotated methods Issue #511.,,,Fix wrong implementation,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,BUGFIX: Eclipse refactoring Extract Local Variable didn't work inside @SneakyThrows annotated methods Issue #668.,,,Fix wrong implementation,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,BUGFIX: {Netbeans} @SneakyThrows would lead to unused import and break refactorings Issue #544.,Netbeans,,Fix wrong implementation,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,BUGFIX: Eclipse Organize Imports would generate error: AST must not be null Issue #666.,,,Fix wrong implementation,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,BUGFIX: Copying javadoc to getters / setters / withers would copy non-relevant sections too. Issue #620.,,,Fix conformance to specification,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,"ENHANCEMENT: Lombok used to ship with JNA. It added over 800k to the size of lombok.jar and could mess with usage of JNA in your local environment, especially in eclipse. Issue #682",,Reduce the size of lombok.jar,Code refinement,Performance improvement
2014,06/03/2014,1.12.,1.12.6,PATCH,DETAIL: {Delombok} Inside enum bodies the delombok formatter didn't respect the emptyLines directive Issue #664.,,,Fix wrong implementation,Bug fix
2014,06/03/2014,1.12.,1.12.6,PATCH,DETAIL: Use smaller primes (<127) for generating hashcodes Issue #660,,Reduces hash collisions,Code refinement,Performance improvement
2014,15/01/2014,1.12.,1.12.4,PATCH,,,,,
2014,15/01/2014,1.12.,1.12.4,PATCH,BUGFIX: v1.12.2's delombok turns all operator+assignments into just assignment. Fixed. Issue #633,,,Fix regression,Bug fix
2014,15/01/2014,1.12.,1.12.4,PATCH,BUGFIX: {Netbeans} v1.12.2 doesn't well with netbeans. Issue #626,Netbeans,,Fix regression,Bug fix
2014,15/01/2014,1.12.,1.12.4,PATCH,ENHANCEMENT: Delombok now supports varied options for how it formats the resulting source files. This includes scanning the source for things like the preferred indent. Use option --format-help for more information. Issue #643,,Options for how to format the resulting source files,Add functionality,Add support for a new feature
2014,15/01/2014,1.12.,1.12.4,PATCH,"DETAIL: The primes lombok generates for use in generated hashCode() methods used to be direct copies from Effective Java. It turns out these particular primes are used so much, they tend to be a bit more collision-prone, so we switched them. Now, '277' is used instead of '31'. The primes for booleans have also been changed. Issue #660",,Reduces hash collisions,Code refinement,Performance improvement
2013,10/10/2013,1.12.,1.12.2,MAJOR,,,,,
2013,10/10/2013,1.12.,1.12.2,MAJOR,"PLATFORM: Initial JDK8 support, without affecting existing support for JDK6 and 7. Issue #524. While lombok will now work on JDK8 / javac8, and netbeans 7.4 and up, lombok does not (yet) support new language features introduced with java8, such as lambda expressions. Support for these features will be added in a future version.",,Adapt to newer Java version,Add functionality,Add support for a new feature
2013,10/10/2013,1.12.,1.12.2,MAJOR,PLATFORM: Running javac on IBM J9 VM would cause NullPointerExceptions when compiling with lombok. These issues should be fixed. Issue #589.,exception:NPE,NullPointerException,Handle exception,Bug fix
2013,10/10/2013,1.12.,1.12.2,MAJOR,"CHANGE: [JDK8-related] The canonical way to write onMethod / onParameter / onConstructor annotation now uses a double underscore instead of a single underscore, so, now, the proper way to use this feature is @RequiredArgsConstructor(onConstructor=@__(@Inject)). The old way (single underscore) still works, but generates warnings on javac 8.",,Use a double underscore instead of a single underscore for the canonical way to write annotations,Change implementation,Code redesign
2013,10/10/2013,1.12.,1.12.2,MAJOR,BUGFIX: Using @NonNull on an abstract method used to cause exceptions during compilation. Issue #594.,exception:NPE,NullPointerException,Handle exception,Bug fix
2013,10/10/2013,1.12.,1.12.2,MAJOR,BUGFIX: Using @NonNull on methods that also have @SneakyThrows or @Synchronized caused arbitrary behaviour. Issue #623.,,"""unreachable statement"" compilation error",Fix failing compilation,Bug fix
2013,10/10/2013,1.12.,1.12.2,MAJOR,"GERMANY: Major version bumped from 0 to 1, because allegedly this is important. Rest assured, this change is nevertheless backwards compatible.",,,Bump version numbers,Update dependency
2013,16/07/2013,0.12.,0.12.0,MINOR,,,,,
2013,16/07/2013,0.12.,0.12.0,MINOR,"FEATURE: javadoc on fields will now be copied to generated getters / setters / withers. There are ways to specify separate javadoc for the field, the setter, and the getter, and @param and @return are handled appropriately. Addresses feature request Issue #132. @Getter and @Setter documentation. @Wither documentation.",,JavaDoc on fields will be copied to generated getters / setters / withers,Add functionality,Add support for a new feature
2013,16/07/2013,0.12.,0.12.0,MINOR,CHANGE: The desugaring of @Getter(lazy=true) is now less object creation intensive. Documentation has been updated to reflect what the new desugaring looks like. @Getter(lazy=true) documentation.,,Less object creation intensive,Change implementation,Code redesign
2013,16/07/2013,0.12.,0.12.0,MINOR,-,,,Update documentation,Documentation
2013,16/07/2013,0.12.,0.12.0,MINOR,"PROMOTION: @Value has been promoted from experimental to the main package with no changes. The 'old' experimental one is still around but is deprecated, and is an alias for the new main package one. @Value documentation.",,Move class to main package with no changes,Move file to different package,Code redesign
2013,16/07/2013,0.12.,0.12.0,MINOR,"FEATURE: {Experimental} @Builder support. One of our earliest feature request issues, Issue #89, has finally been addressed. @Builder documentation.",,,Add functionality,Add support for a new feature
2013,16/07/2013,0.12.,0.12.0,MINOR,FEATURE: @NonNull on a method or constructor parameter now generates a null-check statement at the start of your method. This nullcheck will throw a NullPointerException with the name of the parameter as the message. Issue #549,,A null-check statement at the start of your method,Add functionality,Add support for a new feature
2013,16/07/2013,0.12.,0.12.0,MINOR,BUGFIX: Usage of Lombok.sneakyThrow() or @SneakyThrows would sometimes result in invalid classes (classes which fail with VerifyError). Issue #543,exception,VerifyError,Handle exception,Bug fix
2013,16/07/2013,0.12.,0.12.0,MINOR,BUGFIX: Using val in try-with-resources did not work for javac. Issue #555,"val, eclipse",,Fix failing compilation,Bug fix
2013,16/07/2013,0.12.,0.12.0,MINOR,"BUGFIX: When using @Data, warnings are not generated if certain aspects are not generated because you wrote explicit versions of them. However, this gets confusing with equals / hashCode / canEqual, as nothing is generated if any one of those methods is present. Now, if one of equals or hashCode is present but not the other one (or canEqual is present but equals and/or hashCode is missing), a warning is emitted to explain that lombok will not generate any of the equals / hashCode methods, and that you should either write them all yourself or remove them all. Issue #548",,,Fix wrong implementation,Bug fix
2013,16/07/2013,0.12.,0.12.0,MINOR,BUGFIX: Possibly fixed a race condition in patcher Issue #566.,,,Fix race condition,Bug fix
2013,23/04/2013,0.11.,0.11.8,PATCH,,,,,
2013,23/04/2013,0.11.,0.11.8,PATCH,FEATURE: Major performance improvements in eclipse by profiling the project clean process.,eclipse,,Code refinement,Performance improvement
2013,23/04/2013,0.11.,0.11.8,PATCH,"CHANGE: {Experimental} The experimental @Value feature no longer implies the also experimental @Wither. If you like your @Value classes to make withers, add @Wither to the class right next to @Value.",,,Change implementation,Code redesign
2013,23/04/2013,0.11.,0.11.8,PATCH,"FEATURE: {Experimental} Reintroduced onMethod, onConstructor and onParam to @Getter, @Setter, @Wither, and @XArgsConstructor. These parameters allow you to add annotations to the methods/constructors that lombok will generate. This is a workaround feature: The stability of the feature on future versions of javac is not guaranteed, and if a better way to implement this feature is found, this feature's current incarnation will be removed without a reasonable period of deprecation. Documentation on the onX feature",,Add annotations to the methods/constructors,Add functionality,Add support for a new feature
2013,23/04/2013,0.11.,0.11.8,PATCH,FEATURE: Added support for Log4j v2.0 via @Log4j2 Issue #505,,Add support for Log4j v2.0,Add functionality,Add support for a new feature
2013,23/04/2013,0.11.,0.11.8,PATCH,ENHANCEMENT: The Lombok installer can now find and install lombok into JBoss Developer Studio. The installer will now also look for eclipse and eclipse variants in your home directory. Issue #507,,,JBoss Developer Studio,Support for external development tool
2013,23/04/2013,0.11.,0.11.8,PATCH,"BUGFIX: @ExtensionMethods no longer causes VerifyError exceptions when running eclipse-compiled code if extension methods are called on expressions which are method calls whose return type is a type variable. For example, someList.get(i).extensionMethod() would fail that way. Issue #509",exception,VerifyError,Handle exception,Bug fix
2013,23/04/2013,0.11.,0.11.8,PATCH,BUGFIX: java 7's try-with-resources statement did not delombok correctly. Issue #532,,Adapt to newer Java version,Fix wrong implementation,Bug fix
2012,30/10/2012,0.11.,0.11.6,PATCH,,,,,
2012,30/10/2012,0.11.,0.11.6,PATCH,FEATURE: Lombok can be disabled entirely for any given compile run by using JVM switch -Dlombok.disable. This might be useful for code style checkers and such.,,Lombok can be disabled entirely for any given compile run,Add functionality,Add support for a new feature
2012,30/10/2012,0.11.,0.11.6,PATCH,FEATURE: Added support for Slf4j extended logger Issue #494,,Add support for Slf4j,Add functionality,Add support for a new feature
2012,30/10/2012,0.11.,0.11.6,PATCH,BUGFIX: {Delombok} Running delombok has been causing VerifyError errors when used with javac 1.7 since 0.11.0. Issue #495,Adapt to newer Java version,VerifyError,Handle exception,Bug fix
2012,30/10/2012,0.11.,0.11.6,PATCH,BUGFIX: A conflict between lombok and certain eclipse plugins would result in NullPointerExceptions in the log when using @Delegate.,exception:NPE,NullPointerException,Handle exception,Bug fix
2012,30/10/2012,0.11.,0.11.6,PATCH,BUGFIX: NullPointerException in lombok.&#8203;javac.&#8203;handlers.&#8203;JavacHandlerUtil.&#8203;upToTypeNode&#8203;(JavacHandlerUtil.java:978) when compiling with @ExtensionMethod in javac and generated constructors are involved. Issue #496,exception:NPE,NullPointerException,Handle exception,Bug fix
2012,30/10/2012,0.11.,0.11.6,PATCH,"BUGFIX: @Deprecated on a field that gets a generated setter in eclipse would result in IllegalArgumentException, which you wouldn't see unless you have the error log open. If you have save actions defined, you'd get a popup box with the exception. Now fixed. Issue #481",eclipse,IllegalArgumentException,Handle exception,Bug fix
2012,13/08/2012,0.11.,0.11.4,PATCH,,,,,
2012,13/08/2012,0.11.,0.11.4,PATCH,"FEATURE: {Experimental} @Value, @Wither and @FieldDefaults are now available. These are a lot like @Data but geared towards immutable classes. Documentation on @Value, Documentation on @Wither and Documentation on @FieldDefaults.",,,Add functionality,Add support for a new feature
2012,13/08/2012,0.11.,0.11.4,PATCH,-,,,Add documentation,Documentation
2012,13/08/2012,0.11.,0.11.4,PATCH,BUGFIX: Eclipse would throw an OOME if using @ExtensionMethod. Issue #463,eclipse,OutOfMemoryError,Handle exception,Bug fix
2012,13/08/2012,0.11.,0.11.4,PATCH,BUGFIX: {Netbeans} @Cleanup and @Synchronized cause far fewer issues in the netbeans editor. Issue #466,netbeans,Used imports are marked as unused,Fix wrong implementation,Bug fix
2012,13/08/2012,0.11.,0.11.4,PATCH,BUGFIX: {Installer} Erroneous messages about the installer complaining about needing root access when installing or removing lombok from eclipse installs has been fixed. The installer edge of this problem was actually already fixed in v0.11.2. Issue #436,eclipse,,Fix wrong implementation,Bug fix
2012,13/08/2012,0.11.,0.11.4,PATCH,BUGFIX: @ExtensionMethod had all sorts of issues in javac. Issue #472,,"""cannot find symbol"" error",Fix wrong implementation,Bug fix
2012,13/08/2012,0.11.,0.11.4,PATCH,"BUGFIX: Generating static constructors with javac when you have fields with generics, i.e. Class<T>, caused errors. Issue #469",,"""cannot find symbol"" error",Fix failing compilation,Bug fix
2012,13/08/2012,0.11.,0.11.4,PATCH,"BUGFIX: Minor @ExtensionMethod issues in eclipse, such as the ability to call extension methods on a super reference which is now no longer possible. Issue #479",eclipse,,Fix failing compilation,Bug fix
2012,03/07/2012,0.11.,0.11.2,PATCH,,,,,
2012,03/07/2012,0.11.,0.11.2,PATCH,FEATURE: {Experimental} @ExtensionMethod is now available to add extensions to any type in the form of static methods that take as first parameter an object of that type. Documentation on @ExtensionMethod,,Add extensions to any type in the form of static methods that take as first parameter an object of that type,Add functionality,Add support for a new feature
2012,03/07/2012,0.11.,0.11.2,PATCH,-,,,Add documentation,Documentation
2012,03/07/2012,0.11.,0.11.2,PATCH,FEATURE: ONGOING: Fix for using lombok together with gwt-designer.,,,Fix wrong implementation,Bug fix
2012,03/07/2012,0.11.,0.11.2,PATCH,ENHANCEMENT: Small performance enhancements in equals and hashCode. Issue #439,,Reduce method calls,Code refinement,Performance improvement
2012,03/07/2012,0.11.,0.11.2,PATCH,BUGFIX: Eclipse would display an error message regarding an invalid super constructor in the wrong location. Issue #409,eclipse,"""Implicit super constructor is undefined""",Fix wrong implementation,Bug fix
2012,03/07/2012,0.11.,0.11.2,PATCH,BUGFIX: Eclipse refactor script 'rename method arguments' should work more often with lombok-affected methods.,eclipse,,Fix wrong implementation,Bug fix
2012,03/07/2012,0.11.,0.11.2,PATCH,BUGFIX: Using val in an enhanced for loop did not work if the iterable was a raw type.,val,,Fix wrong implementation,Bug fix
2012,03/07/2012,0.11.,0.11.2,PATCH,"BUGFIX: Using @Getter(lazy=true) when the data type is boolean, int, array, or some other type that requires special treatment for hashCode/equals, now works properly with @Data, @EqualsHashCode and @ToString. Issue #449",,,Fix wrong implementation,Bug fix
2012,03/07/2012,0.11.,0.11.2,PATCH,BUGFIX: SneakyThrows in constructor should not wrap this/super call in try-block Issue #454,,"""Constructor call must be the first statement in a constructor""",Fix failing compilation,Bug fix
2012,03/07/2012,0.11.,0.11.2,PATCH,BUGFIX: Setting breakpoints on code above the first generated method was not possible. Issue #450,eclipse,Cannot set breakpoint in eclipse,Fix integration with external development tool,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,,,,,
2012,26/03/2012,0.11.,0.11.0,MINOR,"FEATURE: {Experimental} 'fluent' getters and setters (using just fieldName as methodname instead of getFieldName), setters that return this instead of void, and support for fields with prefixes is introduced with this lombok version. Also, the number of parameters of any existing methods with the same name that lombok would generate are now taken into account; previously if you had any method named setX regardless of how many parameters it has, lombok would avoid generating a setX method. Now lombok generates the method if all present setX methods have a number of parameters other than 1. documentation.",,,Add functionality,Add support for a new feature
2012,26/03/2012,0.11.,0.11.0,MINOR,FEATURE: The combination of @Delegate and @Getter or @Data will now delegate to the result of a generated getter. Issue #401,,,Fix wrong implementation,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,FEATURE: Developing android apps on eclipse with lombok is now possible by running java -jar lombok.jar publicApi and including the generated jar in your project. Documentation on using lombok for android development.,eclipse,Developing android apps on eclipse with lombok,Add functionality,Add support for a new feature
2012,26/03/2012,0.11.,0.11.0,MINOR,-,,,Add documentation,Documentation
2012,26/03/2012,0.11.,0.11.0,MINOR,BUGFIX: In NetBeans the generated default constructor would still be generated even if Lombok also generated constructors. Issue #399,netbeans,,Fix wrong implementation,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,BUGFIX: Some classes that contain @SneakyThrows would not compile (throw ClassFormatError). Issue #412,,ClassFormatError,Handle exception,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,"BUGFIX: delombok: When @Delegate would generate a method with type parameters of the type T extends package.Class, a dot would be prepended to the type name. Issue #414",, Unnecessary dot would be prepended to the type name,Fix wrong implementation,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,BUGFIX: @Getter and @Setter now generate deprecated methods for deprecated fields. Fixes Issue #415,,@Deprecated annotation not propagated to generated getter/setter,Fix wrong implementation,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,BUGFIX: @Delegate would not generate @Deprecated on methods marked deprecated in javadoc. Fixes Issue #421,,,Fix warnings,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,BUGFIX: Using val with a type like Outer<TypeArgs>.Inner now works. Issue #416,val,,Fix wrong implementation,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,"BUGFIX: @Getter(lazy=true) where the variable type is a primitive and the initializing expression is of a different primitive type that would type coerce implicitly, i.e. ints can be assigned to longs without a cast, didn't work before. Issue #418",,,Fix wrong implementation,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,"BUGFIX: val is no longer legal inside basic for loops (the old kind, not the foreach kind). These variables should rarely be final, and in practice it wasn't possible to delombok this code properly. Issue #419",val,,Fix wrong implementation,Bug fix
2012,26/03/2012,0.11.,0.11.0,MINOR,BUGFIX: PrettyCommentsPrinter now prints default clause of annotation methods. Fixes Issue #423,,,Fix wrong implementation,Bug fix
2012,19/01/2012,0.10.,0.10.8,PATCH,,,,,
2012,19/01/2012,0.10.,0.10.8,PATCH,"FEATURE: @Delegate can now be used on a no-argument method, which works similarly to adding it to fields. See documentation.",,@Delegate can now be used on a no-argument method,Add functionality,Add support for a new feature
2012,19/01/2012,0.10.,0.10.8,PATCH,-,,,Add documentation,Documentation
2012,19/01/2012,0.10.,0.10.8,PATCH,BUGFIX: Eclipse refactoring Extract Interface was broken when using lombok annotation to generate methods. Issue #159,eclipse,null error,Fix wrong implementation,Bug fix
2012,19/01/2012,0.10.,0.10.8,PATCH,BUGFIX: Eclipse action Sort Members was broken when using lombok annotations to generate methods or fields. Issue #338,eclipse,,Fix wrong implementation,Bug fix
2012,19/01/2012,0.10.,0.10.8,PATCH,BUGFIX: Eclipse action Refactor/Rename on an inner type was broken when using lombok annotations. Issue #389,eclipse,,Fix wrong implementation,Bug fix
2012,19/01/2012,0.10.,0.10.8,PATCH,"BUGFIX: 0.10.6 causes ClassNotFoundErrors when using ecj (and thus, play framework, gwt, etc). Issue #393",exception,NoClassDefFoundError,Fix regression,Bug fix
2012,19/01/2012,0.10.,0.10.8,PATCH,BUGFIX: Eclipse parsing was broken when using lombok annotations with parentheses. Issue #398,eclipse,,Fix wrong implementation,Bug fix
2012,19/01/2012,0.10.,0.10.8,PATCH,ENHANCEMENT: Lombok now adds a line to the Eclipse About dialog about itself.,eclipse,Lombok now adds a line to the Eclipse About dialog about itself.,Add functionality,Add support for a new feature
2011,19/12/2011,0.10.,0.10.6,PATCH,,,,,
2011,19/12/2011,0.10.,0.10.6,PATCH,"PERFORMANCE: Performance issues (memory leaks) when using lombok in netbeans, introduced in 0.10, have been fixed. Issue #315",,,Fix memory leak,Bug fix
2011,19/12/2011,0.10.,0.10.6,PATCH,"BUGFIX: Eclipse quickfix ""Add unimplemented methods"" would sometimes insert the new method stubs in strange places, especially if @Data was present. Issue #124",eclipse,,Fix wrong implementation,Bug fix
2011,19/12/2011,0.10.,0.10.6,PATCH,"BUGFIX: Eclipse quickfix ""Assign parameter to new field"" would insert it outside the class body if @Data was present. Issue #295",eclipse,,Fix wrong implementation,Bug fix
2011,19/12/2011,0.10.,0.10.6,PATCH,BUGFIX: Renaming a @Data-annotated class in eclipse using Alt+Shift+R no longer mangles the data annotation. Issue #359,eclipse,,Fix wrong implementation,Bug fix
2011,19/12/2011,0.10.,0.10.6,PATCH,"BUGFIX: Using save action 'Use this qualifier for field accesses, only if necessary' did not work together with @Data in certain cases. Issue #374",eclipse,MalformedTreeException,Handle exception,Bug fix
2011,19/12/2011,0.10.,0.10.6,PATCH,"BUGFIX: Organize imports, either run manually or as save action, would throw an exception. Issue #381",eclipse,,Fix regression,Bug fix
2011,19/12/2011,0.10.,0.10.6,PATCH,BUGFIX: Extracted constants would be placed outside the class body when a logging annotation was present. Issue #388,,Incorrect placement of extracted constants with Logging annotation,Fix wrong implementation,Bug fix
2011,21/11/2011,0.10.,0.10.4,PATCH,,,,,
2011,21/11/2011,0.10.,0.10.4,PATCH,"BUGFIX: Using the log field from @Log, etc, now works in static initializers. Issue #368",,,Fix failing compilation,Bug fix
2011,21/11/2011,0.10.,0.10.4,PATCH,"BUGFIX: Auto-formatting code containing lombok on eclipse, even via an auto-save action, now works. Issue #163",eclipse,ArrayIndexOutOfBoundsException,Handle exception,Bug fix
2011,21/11/2011,0.10.,0.10.4,PATCH,BUGFIX: Letting eclipse generate various methods when a lombok annotation is present now works. Issue #211,,Fix generating the wrong equals and hashCode,Fix wrong implementation,Bug fix
2011,21/11/2011,0.10.,0.10.4,PATCH,BUGFIX: Renaming a @Data-annotated class in eclipse no longer mangles the data annotation. Issue #359,,,Fix wrong implementation,Bug fix
2011,21/11/2011,0.10.,0.10.4,PATCH,BUGFIX: Eclipse save action Add final modifier to private fields no longer adds final keyword to @Setter fields. Issue #336,eclipse,,Fix wrong implementation,Bug fix
2011,21/11/2011,0.10.,0.10.4,PATCH,BUGFIX: Mixing labels and lombok.val would cause NPEs in javac. Issue #372,exception:NPE,NullPointerException,Handle exception,Bug fix
2011,21/11/2011,0.10.,0.10.4,PATCH,BUGFIX: Writing lombok.val out in full (vs. using an import statement) did not work in eclipse. Issue #373,"eclipse, val",auto-complete on val fails,Fix wrong implementation,Bug fix
2011,01/11/2011,0.10.,0.10.2,PATCH,,,,,
2011,01/11/2011,0.10.,0.10.2,PATCH,BUGFIX: Delombok will no longer jumble up comments from different files when using -sourcepath option. Issue #357,,,Fix wrong implementation,Bug fix
2011,01/11/2011,0.10.,0.10.2,PATCH,"BUGFIX: Turns out treating @NotNull as an annotation that indicates lombok should generate nullcheck guards causes all sorts of problems. This has been removed again, and documentation has been updated to reflect this. Issue #360",,,Fix regression,Bug fix
2011,01/11/2011,0.10.,0.10.2,PATCH,- ,,,Update documentation,Documentation
2011,01/11/2011,0.10.,0.10.2,PATCH,BUGFIX: @EqualsAndHashCode or @Data did not work on non-static inner classes whose outer class has a type variable. It does now. Issue #362,,Fix generating the wrong equals and hashCode,Fix wrong implementation,Bug fix
2011,03/10/2011,0.10.,0.10.1,PATCH,,,,,
2011,03/10/2011,0.10.,0.10.1,PATCH,BUGFIX: @Delegate in eclipse could cause memory leaks in 0.10.0. Issue #337,,,Fix memory leak,Bug fix
2011,03/10/2011,0.10.,0.10.1,PATCH,BUGFIX: Annotations on enum values were being deleted by delombok. Issue #342,,,Fix wrong implementation,Bug fix
2011,03/10/2011,0.10.,0.10.1,PATCH,BUGFIX: @AllArgsConstructor was erroneously generating a parameter and an assignment for final variables already assigned in their declaration. Issue #351,,,Fix wrong implementation,Bug fix
2011,03/10/2011,0.10.,0.10.1,PATCH,ENHANCEMENT: @NotNull is now also recognized as an annotation indicating that lombok should generate nullcheck guards in generated constructors and setters. Issue #344,,,Fix conformance to specification,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,,,,,
2011,19/08/2011,0.10.,0.10.0,MINOR,FEATURE: New annotation: @Delegate. This annotation lets lombok generate delegation methods for a given field. More…,,New annotation,Add annotation,Add support for a new feature
2011,19/08/2011,0.10.,0.10.0,MINOR,FEATURE: Added support for 'val'. Val is an immutable variable that infers its type from the right hand side of the initializing expression. More…,val,Add support for val,Add functionality,Add support for a new feature
2011,19/08/2011,0.10.,0.10.0,MINOR,"FEATURE: Added support for several logging frameworks via the @Log, @Slf4j, etc. annotation. More…",,Add support for logging frameworks,Add functionality,Add support for a new feature
2011,19/08/2011,0.10.,0.10.0,MINOR,FEATURE: Lombok now supports post-compile transformers. Issue #217,,Add support for post-compile transformers,Add functionality,Add support for a new feature
2011,19/08/2011,0.10.,0.10.0,MINOR,"FEATURE: Using @SneakyThrows no longer requires a runtime dependency on lombok.jar. In fact, any call to Lombok.sneakyThrows(ex) is optimized at the bytecode level and no longer requires you to actually have lombok.jar or lombok-runtime.jar on the classpath.",,Using @SneakyThrows no longer requires a runtime dependency on lombok.jar,Change implementation,Code redesign
2011,19/08/2011,0.10.,0.10.0,MINOR,"FEATURE: @XArgsConstructor, @Getter, and @ToString can now be used on enum declarations. Previously, behaviour of these annotations on enums was undefined.",,"@XArgsConstructor, @Getter, and @ToString can now be used on enum declarations",Change implementation,Code redesign
2011,19/08/2011,0.10.,0.10.0,MINOR,"FEATURE: @Getter/@Setter (and by extension, @Data) in v0.9.3 and earlier would generate getter and setter method names that did not conform to the beanspec, primarily when faced with boolean properties. This has been fixed. In practice this won't affect you unless you have properties named isFoo or hasFoo. Now the setter generated for this will be called setFoo (as the property name is foo) and not setIsFoo. Also, hasFoo is now no longer special; the names would be isHasFoo and setHasFoo. The java bean spec does not give has special meaning.",,Method names that did not conform to the beanspec,Code refactoring,Maintainability improvement
2011,19/08/2011,0.10.,0.10.0,MINOR,"FEATURE: @EqualsAndHashCode (and by extension, @Data) now add a canEqual method which improves the sanity of equality amongst a hierarchy of classes. More…",,Improves the sanity of equality amongst a hierarchy of classes,Add method,Add support for a new feature
2011,19/08/2011,0.10.,0.10.0,MINOR,FEATURE: @Getter now supports a lazy=true attribute. More…,,Add attribute,Add functionality,Add support for a new feature
2011,19/08/2011,0.10.,0.10.0,MINOR,ENHANCEMENT: The installer will now find Eclipse installations when they are located in a subdirectory of a directory containing the word 'eclipse' . Issue #283,,The installer doesn't auto-find an eclipse installation,Fix integration with external development tool,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,ENHANCEMENT: Add null check for @Cleanup Issue #227,,Add null check,Change implementation,Code redesign
2011,19/08/2011,0.10.,0.10.0,MINOR,BUGFIX: Lombok is now compatible with javac 7.,,,Fix compatibility,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,BUGFIX: Hard to reproduce NullPointerException in Eclipse on the getTypeBinding method in the error log has been fixed. Issue #237,eclipse,NullPointerException,Handle exception,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,BUGFIX: @Setter and @Getter can now be applied to static fields again (was broken in v0.9.3 only). Issue #209,,,Fix regression,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,"BUGFIX: delombok added type parameters to constructors that mirror the type's own type parameters. This resulted in delombok turning any generated constructor that takes at least 1 parameter of type 'T' into something that didn't compile, and to boot, a confusing error message ('T is not compatible with T'). This is now fixed. Issue #213",,syntax error,Fix failing compilation,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,BUGFIX: The Eclipse source generator would place the generated code outside the class Issue #228,eclipse,,Fix wrong implementation,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,"BUGFIX: When using m2eclipse, occasionally you'd see a ClassNotFoundError on JavacProcessingEnvironment. This has been fixed. Issue #250",eclipse,NoClassDefFoundError,Handle exception,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,"BUGFIX: Either all or none of equals, hashCode and canEqual will be generated. Issue #313",,,Fix conformance to specification,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,BUGFIX: Delombok in output-to-directory mode was generating very long paths on mac and linux. Issue #322,,,Fix wrong implementation,Bug fix
2011,19/08/2011,0.10.,0.10.0,MINOR,"BUGFIX: Various refactor scripts and save actions bugs have been fixed in eclipse, though most remain.",eclipse,,Fix wrong implementation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,,,,,
2010,25/07/2010,0.9,0.9.3,PATCH,FEATURE: Adding @Getter or @Setter to a class is now legal and is like adding those annotations to every non-static field in it. Issue #202,,,Add functionality,Add support for a new feature
